Team,Date,Score,Completion %,Huck %,Hold %,OLC %,Break %,DLC %,RZC %,Turnovers,Blocks,Completion%,Huck %,Hold %,OLC%,Break %,DLC %,RZC %,Away Score,Home Score,Points/Total
Havoc,4/29/2023,ATX 24 - 18 HTX,89% (246/275),54% (7/13),56% (14/25),42% (14/33),20% (4/20),29% (4/14),71% (10/14),29,9,0.89,0.54,0.56,0.42,0.20,0.29,0.71,24,18,0.429
Hustle,4/29/2023,IND 14 - 23 ATL,98% (295/302),83% (5/6),88% (14/16),74% (14/19),36% (9/25),69% (9/13),94% (15/16),7,15,0.98,0.83,0.88,0.74,0.36,0.69,0.94,14,23,0.622
Phoenix,4/29/2023,PHI 8 - 17 NY,87% (187/215),44% (4/9),28% (5/18),17% (5/29),30% (3/10),38% (3/8),80% (4/5),28,9,0.87,0.44,0.28,0.17,0.30,0.38,0.80,8,17,0.32
Radicals,4/29/2023,MAD 17 - 18 PIT,94% (242/257),45% (5/11),72% (13/18),59% (13/22),21% (4/19),40% (4/10),75% (12/16),15,8,0.94,0.45,0.72,0.59,0.21,0.40,0.75,17,18,0.486
Sol,4/29/2023,ATX 24 - 18 HTX,91% (224/246),64% (9/14),70% (14/20),50% (14/28),40% (10/25),53% (10/19),74% (17/23),22,15,0.91,0.64,0.70,0.50,0.40,0.53,0.74,24,18,0.571
Spiders,4/29/2023,SEA 23 - 24 OAK,94% (338/360),50% (4/8),80% (20/25),63% (20/32),15% (4/27),27% (4/15),73% (16/22),22,13,0.94,0.50,0.80,0.63,0.15,0.27,0.73,23,24,0.511
Thunderbirds,4/29/2023,MAD 17 - 18 PIT,94% (253/268),71% (10/14),74% (14/19),56% (14/25),22% (4/18),50% (4/8),100% (10/10),15,8,0.94,0.71,0.74,0.56,0.22,0.50,1.00,17,18,0.514
Empire,5/5/2023,TOR 11 - 24 NY,94% (231/246),57% (8/14),92% (12/13),67% (12/18),48% (12/25),57% (12/21),88% (15/17),15,16,0.94,0.57,0.92,0.67,0.48,0.57,0.88,11,24,0.686
Flyers,5/5/2023,CAR 19 - 24 ATL,92% (220/238),75% (12/16),68% (17/25),57% (17/30),10% (2/21),29% (2/7),69% (11/16),18,1,0.92,0.75,0.68,0.57,0.10,0.29,0.69,19,24,0.442
Growlers,5/5/2023,COL 23 - 16 SD,91% (245/270),50% (8/16),52% (13/25),38% (13/34),17% (3/18),50% (3/6),71% (10/14),25,7,0.91,0.50,0.52,0.38,0.17,0.50,0.71,23,16,0.41
Hustle,5/5/2023,CAR 19 - 24 ATL,95% (219/231),77% (10/13),81% (17/21),65% (17/26),24% (6/25),55% (6/11),88% (15/17),12,9,0.95,0.77,0.81,0.65,0.24,0.55,0.88,19,24,0.558
Nitro,5/5/2023,SLC 22 - 20 POR,94% (250/267),64% (7/11),63% (15/24),52% (15/29),23% (5/22),63% (5/8),81% (13/16),17,5,0.94,0.64,0.63,0.52,0.23,0.63,0.81,22,20,0.476
Rush,5/5/2023,TOR 11 - 24 NY,90% (234/260),50% (5/10),40% (10/25),29% (10/34),8% (1/13),17% (1/6),78% (7/9),26,9,0.90,0.50,0.40,0.29,0.08,0.17,0.78,11,24,0.314
Shred,5/5/2023,SLC 22 - 20 POR,96% (300/313),71% (5/7),75% (15/20),68% (15/22),29% (7/24),54% (7/13),87% (13/15),13,12,0.96,0.71,0.75,0.68,0.29,0.54,0.87,22,20,0.524
Summit,5/5/2023,COL 23 - 16 SD,94% (268/284),64% (9/14),67% (12/18),60% (12/20),44% (11/25),52% (11/21),85% (17/20),16,14,0.94,0.64,0.67,0.60,0.44,0.52,0.85,23,16,0.59
AlleyCats,5/6/2023,MIN 23 - 21 IND,96% (287/299),100% (11/11),68% (17/25),61% (17/28),18% (4/22),67% (4/6),80% (12/15),12,5,0.96,1.00,0.68,0.61,0.18,0.67,0.80,23,21,0.477
Aviators,5/6/2023,COL 18 - 15 LA,89% (240/269),40% (8/20),45% (9/20),33% (9/27),35% (6/17),35% (6/17),71% (12/17),29,7,0.89,0.40,0.45,0.33,0.35,0.35,0.71,18,15,0.455
Cascades,5/6/2023,SLC 25 - 19 SEA,94% (290/310),100% (4/4),52% (14/27),47% (14/30),28% (5/18),63% (5/8),78% (14/18),20,7,0.94,1.00,0.52,0.47,0.28,0.63,0.78,25,19,0.432
Glory,5/6/2023,TOR 14 - 25 BOS,92% (217/236),58% (7/12),87% (13/15),54% (13/24),42% (11/26),55% (11/20),89% (16/18),19,17,0.92,0.58,0.87,0.54,0.42,0.55,0.89,14,25,0.641
Legion,5/6/2023,DAL 17 - 31 ATX,89% (254/285),50% (11/22),33% (11/33),30% (11/37),32% (6/19),55% (6/11),73% (11/15),31,8,0.89,0.50,0.33,0.30,0.32,0.55,0.73,17,31,0.354
Rush,5/6/2023,TOR 14 - 25 BOS,90% (276/306),56% (5/9),50% (13/26),38% (13/34),7% (1/15),9% (1/11),71% (10/14),30,10,0.90,0.56,0.50,0.38,0.07,0.09,0.71,14,25,0.359
Shred,5/6/2023,SLC 25 - 19 SEA,96% (261/273),63% (5/8),67% (12/18),57% (12/21),48% (13/27),76% (13/17),100% (18/18),12,10,0.96,0.63,0.67,0.57,0.48,0.76,1.00,25,19,0.568
Sol,5/6/2023,DAL 17 - 31 ATX,93% (224/240),79% (11/14),63% (12/19),50% (12/24),58% (19/33),79% (19/24),90% (19/21),16,14,0.93,0.79,0.63,0.50,0.58,0.79,0.90,17,31,0.646
Summit,5/6/2023,COL 18 - 15 LA,89% (221/247),40% (4/10),53% (9/17),32% (9/28),45% (9/20),53% (9/17),82% (14/17),26,17,0.89,0.40,0.53,0.32,0.45,0.53,0.82,18,15,0.545
Wind Chill,5/6/2023,MIN 23 - 21 IND,96% (273/283),77% (10/13),73% (16/22),67% (16/24),28% (7/25),70% (7/10),76% (13/17),10,10,0.96,0.77,0.73,0.67,0.28,0.70,0.76,23,21,0.523
Breeze,5/7/2023,PHI 19 - 20 DC,94% (267/285),36% (4/11),45% (9/20),38% (9/24),50% (11/22),73% (11/15),100% (13/13),18,12,0.94,0.36,0.45,0.38,0.50,0.73,1.00,19,20,0.513
Phoenix,5/7/2023,PHI 19 - 20 DC,93% (271/290),57% (8/14),41% (9/22),36% (9/25),45% (9/20),69% (9/13),79% (11/14),19,12,0.93,0.57,0.41,0.36,0.45,0.69,0.79,19,20,0.487
Aviators,5/12/2023,POR 13 - 20 LA,95% (284/299),75% (3/4),80% (12/15),63% (12/19),36% (8/22),44% (8/18),77% (17/22),15,7,0.95,0.75,0.80,0.63,0.36,0.44,0.77,13,20,0.606
Hustle,5/12/2023,ATX 17 - 21 ATL,95% (221/233),71% (12/17),68% (13/19),59% (13/22),35% (8/23),62% (8/13),79% (11/14),12,7,0.95,0.71,0.68,0.59,0.35,0.62,0.79,17,21,0.553
Nitro,5/12/2023,POR 13 - 20 LA,92% (238/260),38% (5/13),45% (10/22),33% (10/30),20% (3/15),43% (3/7),59% (10/17),22,9,0.92,0.38,0.45,0.33,0.20,0.43,0.59,13,20,0.394
Sol,5/12/2023,ATX 17 - 21 ATL,93% (232/249),89% (8/9),52% (12/23),44% (12/27),26% (5/19),63% (5/8),76% (13/17),17,8,0.93,0.89,0.52,0.44,0.26,0.63,0.76,17,21,0.447
AlleyCats,5/13/2023,IND 19 - 16 CHI,93% (267/287),57% (4/7),61% (11/18),46% (11/24),33% (7/21),47% (7/15),82% (14/17),20,11,0.93,0.57,0.61,0.46,0.33,0.47,0.82,19,16,0.543
Breeze,5/13/2023,NY 18 - 17 DC,96% (335/349),50% (6/12),65% (13/20),59% (13/22),21% (4/19),44% (4/9),80% (12/15),14,4,0.96,0.50,0.65,0.59,0.21,0.44,0.80,18,17,0.486
Cascades,5/13/2023,SEA 14 - 26 COL,91% (197/217),62% (8/13),50% (14/28),45% (14/31),0% (0/15),0% (0/3),73% (8/11),20,1,0.91,0.62,0.50,0.45,0.00,0.00,0.73,14,26,0.35
Empire,5/13/2023,NY 18 - 17 DC,96% (248/259),63% (5/8),68% (13/19),57% (13/23),25% (5/20),63% (5/8),78% (14/18),11,8,0.96,0.63,0.68,0.57,0.25,0.63,0.78,18,17,0.514
Flyers,5/13/2023,ATX 19 - 26 CAR,96% (289/302),64% (14/22),81% (17/21),65% (17/26),33% (9/27),69% (9/13),95% (19/20),13,8,0.96,0.64,0.81,0.65,0.33,0.69,0.95,19,26,0.578
Glory,5/13/2023,PHI 16 - 19 BOS,89% (209/235),56% (5/9),50% (9/18),36% (9/25),48% (10/21),50% (10/20),85% (17/20),26,17,0.89,0.56,0.50,0.36,0.48,0.50,0.85,16,19,0.543
Growlers,5/13/2023,POR 19 - 22 SD,94% (246/263),80% (8/10),71% (15/21),56% (15/27),29% (7/24),54% (7/13),93% (14/15),17,14,0.94,0.80,0.71,0.56,0.29,0.54,0.93,19,22,0.537
Havoc,5/13/2023,HTX 28 - 17 DAL,92% (275/298),80% (12/15),89% (17/19),68% (17/25),37% (11/30),42% (11/26),89% (17/19),23,18,0.92,0.80,0.89,0.68,0.37,0.42,0.89,28,17,0.622
Legion,5/13/2023,HTX 28 - 17 DAL,86% (207/240),55% (11/20),53% (16/30),36% (16/44),5% (1/19),14% (1/7),58% (7/12),33,10,0.86,0.55,0.53,0.36,0.05,0.14,0.58,28,17,0.378
Mechanix,5/13/2023,PIT 29 - 13 DET,86% (201/233),71% (5/7),35% (11/31),29% (11/38),7% (1/15),17% (1/6),63% (5/8),32,5,0.86,0.71,0.35,0.29,0.07,0.17,0.63,29,13,0.31
Nitro,5/13/2023,POR 19 - 22 SD,92% (253/274),50% (6/12),63% (15/24),52% (15/29),19% (4/21),36% (4/11),68% (13/19),21,10,0.92,0.50,0.63,0.52,0.19,0.36,0.68,19,22,0.463
Phoenix,5/13/2023,PHI 16 - 19 BOS,90% (275/304),42% (5/12),38% (8/21),26% (8/31),44% (8/18),53% (8/15),67% (10/15),29,10,0.90,0.42,0.38,0.26,0.44,0.53,0.67,16,19,0.457
Royal,5/13/2023,MTL 20 - 25 TOR,94% (303/324),62% (8/13),65% (17/26),59% (17/29),14% (3/22),25% (3/12),83% (10/12),21,9,0.94,0.62,0.65,0.59,0.14,0.25,0.83,20,25,0.444
Rush,5/13/2023,MTL 20 - 25 TOR,92% (193/209),54% (7/13),73% (16/22),53% (16/30),31% (8/26),67% (8/12),80% (12/15),16,12,0.92,0.54,0.73,0.53,0.31,0.67,0.80,20,25,0.556
Shred,5/13/2023,SLC 27 - 25 OAK,94% (370/392),64% (7/11),78% (21/27),64% (21/33),21% (6/29),33% (6/18),77% (20/26),22,14,0.94,0.64,0.78,0.64,0.21,0.33,0.77,27,25,0.519
Sol,5/13/2023,ATX 19 - 26 CAR,91% (193/212),47% (7/15),59% (16/27),52% (16/31),14% (3/21),38% (3/8),87% (13/15),19,4,0.91,0.47,0.59,0.52,0.14,0.38,0.87,19,26,0.422
Spiders,5/13/2023,SLC 27 - 25 OAK,92% (258/281),59% (10/17),72% (21/29),54% (21/39),15% (4/27),40% (4/10),83% (20/24),23,9,0.92,0.59,0.72,0.54,0.15,0.40,0.83,27,25,0.481
Summit,5/13/2023,SEA 14 - 26 COL,97% (291/301),70% (7/10),93% (14/15),67% (14/21),43% (12/28),75% (12/16),100% (16/16),10,10,0.97,0.70,0.93,0.67,0.43,0.75,1.00,14,26,0.65
Thunderbirds,5/13/2023,PIT 29 - 13 DET,96% (303/316),75% (9/12),87% (13/15),68% (13/19),55% (16/29),67% (16/24),80% (20/25),13,17,0.96,0.75,0.87,0.68,0.55,0.67,0.80,29,13,0.69
Union,5/13/2023,IND 19 - 16 CHI,92% (260/283),30% (3/10),52% (11/21),39% (11/28),28% (5/18),45% (5/11),87% (13/15),23,9,0.92,0.30,0.52,0.39,0.28,0.45,0.87,19,16,0.457
Aviators,5/19/2023,LA 13 - 25 SLC,92% (268/292),67% (8/12),44% (12/27),35% (12/34),7% (1/15),25% (1/4),61% (11/18),24,3,0.92,0.67,0.44,0.35,0.07,0.25,0.61,13,25,0.342
Growlers,5/19/2023,SD 23 - 17 HTX,94% (210/224),86% (6/7),58% (11/19),46% (11/24),48% (12/25),75% (12/16),78% (21/27),14,11,0.94,0.86,0.58,0.46,0.48,0.75,0.78,23,17,0.575
Havoc,5/19/2023,SD 23 - 17 HTX,93% (293/314),25% (2/8),48% (12/25),43% (12/28),26% (5/19),50% (5/10),73% (11/15),21,10,0.93,0.25,0.48,0.43,0.26,0.50,0.73,23,17,0.425
Nitro,5/19/2023,OAK 24 - 23 POR,93% (250/269),65% (13/20),69% (18/26),58% (18/31),21% (5/24),45% (5/11),75% (18/24),19,9,0.93,0.65,0.69,0.58,0.21,0.45,0.75,24,23,0.489
Shred,5/19/2023,LA 13 - 25 SLC,95% (233/244),79% (11/14),87% (13/15),72% (13/18),44% (12/27),60% (12/20),94% (15/16),11,11,0.95,0.79,0.87,0.72,0.44,0.60,0.94,13,25,0.658
Spiders,5/19/2023,OAK 24 - 23 POR,94% (261/277),80% (4/5),75% (18/24),60% (18/30),23% (6/26),55% (6/11),91% (20/22),16,12,0.94,0.80,0.75,0.60,0.23,0.55,0.91,24,23,0.511
AlleyCats,5/20/2023,MAD 21 - 22 IND,96% (319/331),83% (5/6),68% (15/22),63% (15/24),29% (7/24),70% (7/10),75% (15/20),12,12,0.96,0.83,0.68,0.63,0.29,0.70,0.75,21,22,0.512
Aviators,5/20/2023,LA 14 - 18 COL,93% (238/257),31% (4/13),58% (11/19),48% (11/23),19% (3/16),25% (3/12),100% (9/9),19,9,0.93,0.31,0.58,0.48,0.19,0.25,1.00,14,18,0.438
Breeze,5/20/2023,DC 20 - 13 TOR,93% (257/277),70% (7/10),73% (11/15),69% (11/16),41% (9/22),36% (9/25),77% (17/22),20,17,0.93,0.70,0.73,0.69,0.41,0.36,0.77,20,13,0.606
Cascades,5/20/2023,OAK 24 - 20 SEA,93% (225/243),71% (10/14),58% (15/26),50% (15/30),23% (5/22),56% (5/9),92% (12/13),18,6,0.93,0.71,0.58,0.50,0.23,0.56,0.92,24,20,0.455
Empire,5/20/2023,NY 18 - 16 PHI,95% (319/336),30% (3/10),74% (14/19),54% (14/26),21% (4/19),44% (4/9),74% (14/19),17,12,0.95,0.30,0.74,0.54,0.21,0.44,0.74,18,16,0.529
Glory,5/20/2023,BOS 17 - 15 MTL,90% (204/227),43% (6/14),65% (11/17),48% (11/23),32% (6/19),33% (6/18),80% (12/15),23,10,0.90,0.43,0.65,0.48,0.32,0.33,0.80,17,15,0.531
Growlers,5/20/2023,SD 17 - 21 ATX,93% (243/261),63% (5/8),59% (13/22),46% (13/28),21% (4/19),57% (4/7),75% (15/20),18,4,0.93,0.63,0.59,0.46,0.21,0.57,0.75,17,21,0.447
Phoenix,5/20/2023,NY 18 - 16 PHI,94% (261/278),80% (12/15),74% (14/19),58% (14/24),11% (2/19),22% (2/9),80% (8/10),17,11,0.94,0.80,0.74,0.58,0.11,0.22,0.80,18,16,0.471
Radicals,5/20/2023,MAD 21 - 22 IND,95% (306/321),43% (3/7),63% (15/24),56% (15/27),23% (5/22),63% (5/8),88% (15/17),15,8,0.95,0.43,0.63,0.56,0.23,0.63,0.88,21,22,0.488
Royal,5/20/2023,BOS 17 - 15 MTL,92% (253/276),73% (8/11),53% (10/19),36% (10/28),28% (5/18),45% (5/11),50% (8/16),23,11,0.92,0.73,0.53,0.36,0.28,0.45,0.50,17,15,0.469
Rush,5/20/2023,DC 20 - 13 TOR,90% (234/261),33% (3/9),50% (11/22),29% (11/38),13% (2/15),50% (2/4),89% (8/9),27,7,0.90,0.33,0.50,0.29,0.13,0.50,0.89,20,13,0.394
Sol,5/20/2023,SD 17 - 21 ATX,94% (241/256),67% (8/12),63% (12/19),55% (12/22),41% (9/22),60% (9/15),77% (10/13),15,9,0.94,0.67,0.63,0.55,0.41,0.60,0.77,17,21,0.553
Spiders,5/20/2023,OAK 24 - 20 SEA,95% (288/302),78% (7/9),68% (15/22),60% (15/25),35% (9/26),64% (9/14),77% (20/26),14,14,0.95,0.78,0.68,0.60,0.35,0.64,0.77,24,20,0.545
Summit,5/20/2023,LA 14 - 18 COL,94% (263/280),33% (5/15),69% (11/16),48% (11/23),32% (6/19),55% (6/11),86% (12/14),17,11,0.94,0.33,0.69,0.48,0.32,0.55,0.86,14,18,0.563
Thunderbirds,5/20/2023,PIT 12 - 26 MIN,88% (221/250),50% (8/16),39% (11/28),30% (11/37),7% (1/14),17% (1/6),64% (7/11),29,11,0.88,0.50,0.39,0.30,0.07,0.17,0.64,12,26,0.316
Wind Chill,5/20/2023,PIT 12 - 26 MIN,93% (215/231),64% (9/14),93% (13/14),68% (13/19),39% (11/28),52% (11/21),80% (16/20),16,12,0.93,0.64,0.93,0.68,0.39,0.52,0.80,12,26,0.684
Flyers,5/21/2023,ATL 15 - 21 CAR,96% (307/319),57% (8/14),82% (14/17),61% (14/23),30% (7/23),70% (7/10),85% (17/20),12,11,0.96,0.57,0.82,0.61,0.30,0.70,0.85,15,21,0.583
Hustle,5/21/2023,ATL 15 - 21 CAR,91% (169/186),67% (6/9),57% (13/23),52% (13/25),12% (2/17),22% (2/9),75% (9/12),17,5,0.91,0.67,0.57,0.52,0.12,0.22,0.75,15,21,0.417
Flyers,5/26/2023,HTX 11 - 24 CAR,91% (216/237),67% (10/15),100% (13/13),62% (13/21),42% (11/26),46% (11/24),65% (15/23),21,13,0.91,0.67,1.00,0.62,0.42,0.46,0.65,11,24,0.686
Havoc,5/26/2023,HTX 11 - 24 CAR,88% (245/280),63% (5/8),42% (11/26),29% (11/38),0% (0/13),0% (0/8),67% (6/9),35,11,0.88,0.63,0.42,0.29,0.00,0.00,0.67,11,24,0.314
Havoc,5/27/2023,HTX 11 - 20 ATL,90% (268/298),20% (2/10),43% (9/21),26% (9/35),17% (2/12),33% (2/6),62% (8/13),30,10,0.90,0.20,0.43,0.26,0.17,0.33,0.62,11,20,0.355
Hustle,5/27/2023,HTX 11 - 20 ATL,92% (218/238),56% (5/9),75% (9/12),56% (9/16),52% (11/21),44% (11/25),88% (14/16),20,13,0.92,0.56,0.75,0.56,0.52,0.44,0.88,11,20,0.645
Mechanix,5/27/2023,MIN 25 - 17 DET,91% (233/256),100% (4/4),59% (16/27),47% (16/34),5% (1/19),17% (1/6),74% (14/19),23,7,0.91,1.00,0.59,0.47,0.05,0.17,0.74,25,17,0.405
Phoenix,5/27/2023,PHI 20 - 19 PIT,95% (311/328),58% (7/12),57% (12/21),46% (12/26),38% (8/21),62% (8/13),87% (13/15),17,9,0.95,0.58,0.57,0.46,0.38,0.62,0.87,20,19,0.513
Radicals,5/27/2023,CHI 20 - 18 MAD,94% (288/307),67% (8/12),48% (10/21),42% (10/24),35% (7/20),58% (7/12),88% (14/16),19,9,0.94,0.67,0.48,0.42,0.35,0.58,0.88,20,18,0.474
Royal,5/27/2023,TOR 15 - 12 MTL,82% (154/187),47% (7/15),53% (9/17),26% (9/34),21% (3/14),25% (3/12),67% (8/12),33,9,0.82,0.47,0.53,0.26,0.21,0.25,0.67,15,12,0.444
Rush,5/27/2023,TOR 15 - 12 MTL,87% (198/228),38% (6/16),64% (9/14),39% (9/23),35% (6/17),25% (6/24),50% (9/18),30,15,0.87,0.38,0.64,0.39,0.35,0.25,0.50,15,12,0.556
Thunderbirds,5/27/2023,PHI 20 - 19 PIT,92% (199/217),72% (13/18),57% (12/21),46% (12/26),33% (7/21),58% (7/12),88% (7/8),18,8,0.92,0.72,0.57,0.46,0.33,0.58,0.88,20,19,0.487
Union,5/27/2023,CHI 20 - 18 MAD,95% (334/350),80% (4/5),50% (10/20),42% (10/24),43% (9/21),69% (9/13),74% (17/23),16,9,0.95,0.80,0.50,0.42,0.43,0.69,0.74,20,18,0.526
Wind Chill,5/27/2023,MIN 25 - 17 DET,93% (214/230),60% (12/20),84% (16/19),67% (16/24),33% (9/27),50% (9/18),81% (17/21),16,15,0.93,0.60,0.84,0.67,0.33,0.50,0.81,25,17,0.595
Legion,5/28/2023,ATX 25 - 14 DAL,87% (231/265),35% (6/17),41% (11/27),28% (11/39),19% (3/16),33% (3/9),64% (7/11),34,13,0.87,0.35,0.41,0.28,0.19,0.33,0.64,25,14,0.359
Sol,5/28/2023,ATX 25 - 14 DAL,92% (260/284),40% (6/15),63% (10/16),45% (10/22),52% (14/27),54% (14/26),74% (17/23),24,12,0.92,0.40,0.63,0.45,0.52,0.54,0.74,25,14,0.641
Union,5/28/2023,MIN 12 - 16 CHI,95% (265/280),0% (0/8),50% (7/14),37% (7/19),44% (8/18),62% (8/13),100% (13/13),15,6,0.95,0.00,0.50,0.37,0.44,0.62,1.00,12,16,0.571
Wind Chill,5/28/2023,MIN 12 - 16 CHI,93% (248/267),50% (5/10),39% (7/18),33% (7/21),38% (5/13),45% (5/11),75% (9/12),19,6,0.93,0.50,0.39,0.33,0.38,0.45,0.75,12,16,0.429
Breeze,6/2/2023,CAR 20 - 19 DC,95% (266/281),75% (6/8),68% (15/22),58% (15/26),19% (4/21),44% (4/9),76% (13/17),15,8,0.95,0.75,0.68,0.58,0.19,0.44,0.76,20,19,0.487
Cascades,6/2/2023,SEA 27 - 18 POR,96% (280/292),69% (11/16),80% (16/20),67% (16/24),38% (11/29),73% (11/15),89% (16/18),12,13,0.96,0.69,0.80,0.67,0.38,0.73,0.89,27,18,0.6
Empire,6/2/2023,NY 8 - 5 BOS,88% (115/131),33% (1/3),50% (3/6),21% (3/14),56% (5/9),45% (5/11),78% (7/9),16,11,0.88,0.33,0.50,0.21,0.56,0.45,0.78,8,5,0.615
Flyers,6/2/2023,CAR 20 - 19 DC,95% (285/299),56% (5/9),76% (16/21),62% (16/26),18% (4/22),44% (4/9),80% (16/20),14,9,0.95,0.56,0.76,0.62,0.18,0.44,0.80,20,19,0.513
Glory,6/2/2023,NY 8 - 5 BOS,85% (104/123),0% (0/3),44% (4/9),27% (4/15),17% (1/6),11% (1/9),36% (4/11),19,5,0.85,0.00,0.44,0.27,0.17,0.11,0.36,8,5,0.385
Havoc,6/2/2023,HTX 19 - 23 ATX,89% (211/238),38% (6/16),56% (14/25),41% (14/34),24% (5/21),42% (5/12),87% (13/15),27,4,0.89,0.38,0.56,0.41,0.24,0.42,0.87,19,23,0.452
Nitro,6/2/2023,SEA 27 - 18 POR,92% (256/277),27% (3/11),55% (16/29),50% (16/32),10% (2/20),29% (2/7),92% (12/13),21,4,0.92,0.27,0.55,0.50,0.10,0.29,0.92,27,18,0.4
Sol,6/2/2023,HTX 19 - 23 ATX,92% (262/284),67% (8/12),71% (15/21),54% (15/28),32% (8/25),44% (8/18),83% (20/24),22,13,0.92,0.67,0.71,0.54,0.32,0.44,0.83,19,23,0.548
AlleyCats,6/3/2023,IND 21 - 15 DET,93% (224/240),71% (5/7),65% (11/17),46% (11/24),43% (10/23),67% (10/15),74% (14/19),16,9,0.93,0.71,0.65,0.46,0.43,0.67,0.74,21,15,0.583
Aviators,6/3/2023,LA 22 - 21 SD,93% (243/262),75% (9/12),70% (16/23),55% (16/29),26% (6/23),46% (6/13),79% (15/19),19,16,0.93,0.75,0.70,0.55,0.26,0.46,0.79,22,21,0.512
Empire,6/3/2023,NY 16 - 10 MTL,90% (219/242),25% (2/8),75% (9/12),56% (9/16),39% (7/18),29% (7/24),82% (14/17),23,20,0.90,0.25,0.75,0.56,0.39,0.29,0.82,16,10,0.615
Flyers,6/3/2023,CAR 17 - 20 PHI,93% (252/270),36% (4/11),55% (12/22),44% (12/27),26% (5/19),63% (5/8),87% (13/15),18,7,0.93,0.36,0.55,0.44,0.26,0.63,0.87,17,20,0.459
Growlers,6/3/2023,LA 22 - 21 SD,93% (263/283),73% (8/11),65% (15/23),52% (15/29),26% (6/23),50% (6/12),80% (16/20),20,10,0.93,0.73,0.65,0.52,0.26,0.50,0.80,22,21,0.488
Havoc,6/3/2023,DAL 19 - 21 HTX,94% (289/309),50% (5/10),67% (14/21),48% (14/29),33% (7/21),58% (7/12),70% (14/20),20,7,0.94,0.50,0.67,0.48,0.33,0.58,0.70,19,21,0.525
Legion,6/3/2023,DAL 19 - 21 HTX,92% (218/238),53% (8/15),62% (13/21),52% (13/25),29% (6/21),43% (6/14),81% (13/16),20,12,0.92,0.53,0.62,0.52,0.29,0.43,0.81,19,21,0.475
Mechanix,6/3/2023,IND 21 - 15 DET,92% (268/292),71% (5/7),52% (12/23),41% (12/29),18% (3/17),30% (3/10),87% (13/15),24,7,0.92,0.71,0.52,0.41,0.18,0.30,0.87,21,15,0.417
Phoenix,6/3/2023,CAR 17 - 20 PHI,95% (295/310),67% (12/18),58% (11/19),50% (11/22),41% (9/22),64% (9/14),92% (12/13),15,11,0.95,0.67,0.58,0.50,0.41,0.64,0.92,17,20,0.541
Royal,6/3/2023,NY 16 - 10 MTL,90% (255/284),50% (2/4),50% (9/18),26% (9/34),8% (1/12),14% (1/7),47% (8/17),29,9,0.90,0.50,0.50,0.26,0.08,0.14,0.47,16,10,0.385
Shred,6/3/2023,OAK 17 - 21 SLC,92% (242/263),60% (6/10),84% (16/19),57% (16/28),22% (5/23),36% (5/14),71% (12/17),21,10,0.92,0.60,0.84,0.57,0.22,0.36,0.71,17,21,0.553
Spiders,6/3/2023,OAK 17 - 21 SLC,89% (200/224),44% (7/16),65% (15/23),47% (15/32),11% (2/19),17% (2/12),73% (11/15),24,8,0.89,0.44,0.65,0.47,0.11,0.17,0.73,17,21,0.447
Union,6/3/2023,CHI 18 - 20 MIN,92% (213/231),62% (8/13),55% (12/22),46% (12/26),30% (6/20),60% (6/10),75% (12/16),18,7,0.92,0.62,0.55,0.46,0.30,0.60,0.75,18,20,0.474
Wind Chill,6/3/2023,CHI 18 - 20 MIN,96% (362/376),67% (4/6),60% (12/20),52% (12/23),36% (8/22),67% (8/12),82% (14/17),14,10,0.96,0.67,0.60,0.52,0.36,0.67,0.82,18,20,0.526
Radicals,6/4/2023,PIT 17 - 22 MAD,92% (214/232),57% (8/14),68% (13/19),54% (13/24),38% (9/24),53% (9/17),75% (15/20),18,8,0.92,0.57,0.68,0.54,0.38,0.53,0.75,17,22,0.564
Spiders,6/4/2023,OAK 22 - 27 COL,93% (221/237),64% (14/22),64% (18/28),56% (18/32),17% (4/23),67% (4/6),92% (11/12),16,3,0.93,0.64,0.64,0.56,0.17,0.67,0.92,22,27,0.449
Summit,6/4/2023,OAK 22 - 27 COL,96% (248/258),73% (11/15),83% (19/23),76% (19/25),29% (8/28),62% (8/13),100% (19/19),10,8,0.96,0.73,0.83,0.76,0.29,0.62,1.00,22,27,0.551
Thunderbirds,6/4/2023,PIT 17 - 22 MAD,93% (288/310),56% (5/9),46% (11/24),35% (11/31),32% (6/19),55% (6/11),68% (13/19),22,6,0.93,0.56,0.46,0.35,0.32,0.55,0.68,17,22,0.436
Aviators,6/9/2023,LA 29 - 11 POR,97% (298/308),75% (6/8),77% (10/13),71% (10/14),61% (19/31),70% (19/27),88% (23/26),10,14,0.97,0.75,0.77,0.71,0.61,0.70,0.88,29,11,0.725
Flyers,6/9/2023,CAR 27 - 19 DAL,96% (340/353),63% (5/8),76% (16/21),70% (16/23),39% (11/28),61% (11/18),96% (22/23),13,11,0.96,0.63,0.76,0.70,0.39,0.61,0.96,27,19,0.587
Glory,6/9/2023,ATL 21 - 15 BOS,92% (232/253),58% (7/12),59% (13/22),42% (13/31),12% (2/17),40% (2/5),81% (13/16),21,8,0.92,0.58,0.59,0.42,0.12,0.40,0.81,21,15,0.417
Hustle,6/9/2023,ATL 21 - 15 BOS,95% (296/310),64% (9/14),76% (13/17),65% (13/20),36% (8/22),47% (8/17),90% (9/10),14,15,0.95,0.64,0.76,0.65,0.36,0.47,0.90,21,15,0.583
